place_name,address,lat,lon,tags,description,category_clean,governorateId
Castry,,30.0339887,31.467398,"fast_food, restaurant, street_food","Enjoy Fast Food delivery and takeaway with Uber Eats near you in Cairo. Browse Cairo restaurants serving Fast Food nearby, place your order and enjoy! Your order will be delivered in minutes and you can track its ETA while you wait.",food_drink,9
El Shabrawy restaurant,"1 Sayed Hanafy St. Off El Fayoum St., Dar el salam, Cairo In Front Of Tabarak Children's Hospital",30.1038917,31.3692846,"budget_friendly, local_favorite, restaurant","El Shabrawy Restaurant is an Egyptian dining establishment situated at 1 Sayed Hanafy Street, off El Fayoum Street in Dar el Salam, Cairo, near Tabarak Children's Hospital. It offers traditional Egyptian cuisine and home delivery services. The venue is listed in local directories and provides customers with contact details and map directions.",food_drink,9
قهوة العمدة,"1 A Sayed El Bakry St. Off 26th Of July St., Zamalek, Cairo",30.0542449,31.4608542,"cafe, cozy, local_favorite, tourist_hotspot","Located in the dynamic center of Cairo, Khan El Khalili, the Naguib Mahfouz Café celebrates Egypt’s cultural and literary heritage. As a tribute to the world-renowned Nobel Prize-winning author, the cafe is a hotspot for intellectuals, artists, and travelers. As the world looks toward Egypt in anticipation of the upcoming visit by President Macron, the cafe is the hub of conversation, history, and reunions. Here, the warm smell of strong coffee blends in harmony with whispers of tales that influenced generations, providing an experience that echoes the heart of Egyptian culture. From the captivating atmosphere to the literary whispers of Mahfouz himself, a trip to this cafe is a promise of fine cuisine as well as a piece of Egypt’s glorious legacy.",food_drink,9
الشبراوي,"HM5W+J7F، حى شرق، Sohag, Sohag Governorate 1683003, Egypt",30.0596543,31.4612316,"hidden_gem, local_favorite, restaurant","الشبراوي is a restaurant located in the El East area of Sohag, Egypt. It operates multiple branches, notably on the North Coast, and offers delivery services through various menus. The establishment is listed on local directories with contact information and a zero rating based on no reviews. Its online presence includes menus, branches, and customer reviews in Arabic.",food_drink,22
Sanky Speciality Coffee,Platford Mall - New cairo 1 📍Green corner - nasr city,30.0572111,31.467526,"budget_friendly, cafe, cozy","# Sanky speciality Coffee in Tagammoa 5 - North Investors, Egypt. Platford Mall - New cairo 1 📍Green corner - nasr city | 9:00 am - 1:00 am | Sat - Thurs | 2:00 pm - 1:00 am",food_drink,9
Elena Cakes & Sweet Cafe,"21 Abdallah Draz Ard El-Golf, Heliopolis, Cairo, Egypt",30.0569231,31.4682164,"cafe, cozy, local_favorite","Elena Cakes & Sweet Cafe is located at 21 Abdallah Draz Ard El-Golf in Heliopolis, Cairo, and operates from 9 am to midnight, offering delivery services. The cafe specializes in pastries, cakes, and sweets and can be reached via hotline 01203645555. Orders can be placed through the Elmenus platform.",food_drink,9
Dash Burger,Capel Street,30.0570048,31.4682092,"fast_food, restaurant, street_food","Our technique was designed to create the edge, the blend was designed to suit the technique. Welcome to the science of the smash. We serve creative killer smash burgers, crispy fries, super tendies, house sauces, ice cold cokes and tasty craft beers. Our passion drives us to create an intensely memorable burger, one that lingers in your mind and on your taste buds.",food_drink,10
Eni Cafe,"6th of October - Mashroa' El Eskan El Qawmy, Egypt",30.0571642,31.4686898,"cafe, cozy, family_friendly","Eni Cafe is a dining spot located in the 6th of October district, offering a menu of pasta, coffee, salads, snacks, sandwiches, and desserts. The venue provides delivery services through the Talabat platform and is situated in the Mashroa' El Eskan El Qawmy area. Its casual setting caters to a variety of dining preferences.",food_drink,10
NOOK,"28 October Ave 341, Limassol 3106",30.0572203,31.4679403,"cafe, cozy, restaurant","Located between Trilogy’s two iconic towers, our carefully designed ‘Corners’ create a vibrant but at the same time a cozy and welcoming atmosphere, a space to escape from the bustling city and to satisfy cravings at any time of the day with a large variety of delicious local and international choices. A communal culinary destination to gather with friends, expand your network or just to-go!",food_drink,9
Boba Bear,"5A by The Waterway, New Cairo",30.0572196,31.4680005,"cafe, cozy, instagrammable","Lifestyle brand Not Toys is entering Egypt’s café scene with a uniquely bear-inspired concept set to open soon at 5A by The Waterway in New Cairo. Located just steps from the brand’s iconic giant teddy-bear installation, the space blends Not Toys’ playful design language with a curated coffee experience, creating an atmosphere that feels more like an immersive creative escape than a traditional café. Visitors can expect signature drinks, elevated sweet and savory selections, and an interior shaped by the brand’s distinctive aesthetic, offering fans a place to unwind, connect, and fully immerse themselves in the world of Not Toys.",food_drink,9
NOSH,3,30.0572242,31.4681681,"family_friendly, fast_food, restaurant","NOSH is a fast food restaurant located in Cairo, Egypt. It is listed under the fast food restaurants category and has a rating of 4.0 based on 651 reviews.",food_drink,9
Seven Fortunes,Waterway 1 in New Cairo,30.0572368,31.4688575,"cafe, cozy, instagrammable, local_favorite","Seven Fortunes has officially opened its flagship store at Waterway 1 in New Cairo, and the energy is already contagious. Seven Fortunes Coffee Roasters began as Dubai’s first specialty coffee roaster and has grown to over 20 cafés across Dubai & Egypt. Their small-batch approach transforms carefully selected beans into memorable coffee experiences.",food_drink,9
Al Ra'i,"Hawawshi El Rabie, Mohammed Al Embabi, El-Tahrir City, Imbaba, Egypt",30.0571276,31.4677751,"cozy, local_favorite, restaurant, street_food",The staff were so hospitable and amazing people. Food was extremely delicious and fresh as butchery is below restaurant. The food vlog will explain everything with location and contact number mentioned below.,food_drink,9
ملك الفروله,"20 Asmaa Zaghloul St., Off El Tayaran St., Nasr city, Cairo Behind Sonesta Hotel, Tower & Casino Cairo",30.1222597,31.3313184,"cafe, cozy, local_favorite, restaurant","The Location Restaurant & Cafe is a café and restaurant situated on 20 Asmaa Zaghloul St., off El Tayaran St., Nasr city, Cairo behind Sonesta Hotel, Tower & Casino. It offers international cuisine and coffee within a relaxed setting. The venue provides phone contact, directions, and map access for visitors.",food_drink,9
Second Cup,"شارع نادى الصيد, Ad-Duqki, Al-Jizah, شارع نادى الصيد, EG, 8 Baghdad Street, Korba, Cairo, Cairo 0, EG, Cairo Festival City Mall, Cairo, New Cairo 0, EG, Mall Of Arabia, Cairo, 6th October City 0, EG, Intersection of Ahmed Fakhry Street with abdelrazik sanhoury, Child Park, cairo, Nasr city, EG, 26th of July Corridor, chill out zayed, 6th of October, Giza, EG, 22 ahmed tayseer, al golf, cairo, nasr city, EG, 2, Avenue mall 2, new cairo, Al-Rehab, EG",30.0529031,31.4678017,"cafe, cozy, luxury",Second Cup Egypt - A Premium Coffee Café Experience in a Sophisticated Premium Café environment. Always Value driven – Always having fun. The international division of Canada’s Second Cup Café opened 13 new stores in Egypt last year and plans to add a further 12 sites in 2024.,food_drink,9
Chickin Worx,"Al Sadat Axis, New Cairo, Egypt",30.0529694,31.4676922,"cafe, fast_food, restaurant","Chickin Worx is a fast‑food brand that opened its first outlet in mid‑2019 in New Cairo, Egypt. The company uses QR codes on its tables for customer surveys and collects phone numbers to build detailed customer profiles and improve retention. It targets the mass market with a data‑driven approach.",food_drink,9
Vinny's Pizza,"113 El Hegaz Street, Heliopolis, Cairo Governorate, Egypt",30.0530358,31.4676256,"budget_friendly, cozy, local_favorite, restaurant","Vinny's Pizza is a pizza restaurant located on 113 El Hegaz Street in the El-Nozha district of Heliopolis, Cairo. It offers a variety of pizzas, including half-and-half options, and provides services such as dine-in, takeaway, delivery, and outdoor seating. Customers praise its friendly service, transparent kitchen concept, and innovative menu items.",food_drink,9
Calzonee,"Cairo, Egypt",30.0531018,31.4673772,"budget_friendly, family_friendly, fast_food, local_favorite","Calzonee is listed as a fast‑food restaurant in Egypt with phone number 8438 and email in@ro. It belongs to the category of Restaurants,Fast food restaurants,Hamburger restaurants,Fried chicken takeaways and holds a rating of 3.6 stars from 74 reviews.",food_drink,9
هيل,"53 Ibn El Nafees St., Intersection Of Hassan El Maamoun St., El Tayseer Medical Center Tower, Nasr city, Cairo.",30.0531958,31.4672677,"budget_friendly, fast_food, local_favorite","The venue is a fast‑food restaurant located in Egypt and is featured among the top fast‑food restaurants in Cairo. It offers Egyptian dishes with phone number, map, and contact details available. The entry lists it under the ""Fast Food"" category with a +3 rating and includes its address in Nasr City, Cairo.",food_drink,9
Lucaffé,Cairo Governorate,30.0533418,31.4672056,"cafe, cozy, luxury","Lucaffe Egypt is born from the collaboration with Lucaffé Italy, a company founded as a small artisan roasting and quickly grew to be exported to over 45 countries worldwide. The passion for good espresso has led us to the choice of a mark of quality that our country, Egypt, still needs to know. Lucaffe Egypt not only sells good coffee, but also passion and quality.",food_drink,9
خبزينو,"16 Maarouf St. Intersection of Champollion St, Imbaba, Cairo, Egypt",30.0530921,31.4674769,"budget_friendly, local_favorite, restaurant, street_food","The venue serves traditional Egyptian street dishes such as Hawawshi and Koshari, located in the Imbaba district of Cairo. It is known for its hospitable staff and fresh, home‑style cooking, with contacts provided for inquiries. The spot offers a classic Cairo dining experience near historic sites.",food_drink,9
شاورمر,"Hawawshi El Rabie, Mohammed Al Embabi, El-Tahrir City, Imbaba, Egypt",30.0532785,31.4689431,"fast_food, restaurant, street_food",The staff were so hospitable and amazing people. Food was extremely delicious and fresh as butchery is below restaurant. The food vlog will explain you everything with location and contact number mentioned below,food_drink,9
McDonald's,Sherif Pasha Street 28,30.0534145,31.468946,"fast_food, local_favorite, restaurant","Manfoods-McDonald's Egypt is also dedicated to serving the Egyptian economy by creating job opportunities for young people, training them, and improving their competencies to achieve the highest levels of performance and provide the best customer service. Manfoods-McDonald's Egypt has been managed and operated by a 100% Egyptian staff since the opening of the first two McDonald's branches in the Merghany and Mohandessin areas nearly thirty years ago. Manfoods-McDonald's Egypt also provides over 40,000 direct and indirect employment opportunities to Egyptian citizens through its branches and its network of partners across the country.",food_drink,9
Quadro Cafe,"Cairo, Egypt",30.1058405,31.3425656,"cafe, instagrammable, scenic","Great service and yummy food. Looking for a nice cafe in downtown Cairo with a view? Then come with me to the heart of the city to a lovely balcony cafe overlooking Talaat Harb Square, a major square in downtown just blocks away from the Egyptian Museum and Tahrir Sqare. Offering a wide selection of non-alcoholic beverages and a few select food items as well as shisha, this is a breezy, beautiful spot to grab a coffee, juice or smoothie and bask in the sunlight in this charming, bustling city.",food_drink,9
Tabali Tagamoaa,"106, 106 Town Center, Banks Area, 90 El Shamaly St., 5th Settlement, Cairo",30.0194544,31.4218461,"cafe, cozy, restaurant","Tabali is a breakfast restaurant that also offers falafel, located in the Town Center Tagamoa area of New Cairo 1, Cairo Governorate. The venue operates 24/7 and can be reached at +20 10 01161680. Its address is 106, 106 Town Center, Banks Area, 90 El Shamaly St., 5th Settlement, Cairo.",food_drink,9
Tabali Leven Square Mall,"Leven Square Mall, New Cairo, Egypt",30.0463069,31.4858566,"fine_dining, restaurant, street_food","Tabali Leven Square Mall is an oriental food restaurant located inside Leven Square Mall in New Cairo, Egypt. It operates multiple branches across Cairo and Giza, offering dine‑in, delivery, and takeaway services. The menu features a variety of Egyptian and Middle Eastern dishes served in a mall setting. Customers can locate the restaurant near notable landmarks such as El Ahram Metro Station and various shopping districts.",food_drink,9
Tabali Enawalks,"Enawalks Mall, Al Narges 1, New Cairo, Egypt",30.0184428,31.4638347,"instagrammable, local_favorite, restaurant","📍Enawalks Mall, Al Narges 1, New Cairo, Egypt. 474-829-758 now open in the Open Air Mall, Madinaty. vibrant new location!",food_drink,9
Kansas Fried Chicken,"33 Batrawi St, From Abbas El Akkad, Nasr City, Cairo",29.9549222,31.4526872,"cozy, family_friendly, fast_food, restaurant","EVERYWHERE YOU GO, PEOPLE ARE LENIENT WITH RULES, BUT WHAT MAKES KANSAS FRIED CHICKEN SO UNIQUE IS THAT WE WHOLEHEARTEDLY STICK BY THEM. WE TAKE NO SHORTCUTS THROUGHOUT OUR COOKING PROCESS WHATSOEVER. OUR SPICY CHICKEN IS MARINATED IN A SAVORY AND WELL SPICED RECIPE, EVERY BITE HAS A FIERY CRUNCH. KANSAS EXCELS AT COOKING FRIED CHICKEN USING THE ORIGINAL RECIPE: PRESSURE FRIED WITH A SOUTHERN TASTE.",food_drink,9
Grand Cafe,Address not provided in scraped data,30.058837,31.4901715,"fine_dining, luxury, romantic","The Grand Egyptian Museum is more than a showcase for millennia-old wonders. It’s also a gathering place where modern Egypt’s café culture meets world-class hospitality and timeless views. Ambiance: Upscale, perfect for celebrations or romantic outings. Dishes: Artisanal starters, exquisite mains, luxury desserts, wine pairings.",food_drink,10
Arabiata,"downtown Cairo, Egypt",30.0591662,31.4899801,"fast_food, local_favorite, restaurant, street_food","We all know of the major international fast food chains like McDonalds, KFC and Burger King. But what kind of fast food is Egypt serving, what are their own national brands? Come with me and visit a popular chain restaurant in downtown Cairo to find out what's on the menu.",food_drink,9
Cilantro,"Street 261, 34, Cairo, Egypt , EG",30.0591865,31.4897602,"cafe, cozy, instagrammable, restaurant","Cilantro is Egypt's first and leading homegrown Western style coffee shop chain, offering gourmet coffee, a variety of beverages and a selection of fresh sandwiches, salads, pastries, desserts and snacks. The company is on a mission to become the #1 F&B operator in the region, and to do this we're looking to build a team of superstar “A” players. Cilantro has over 85 branches across Egypt, serving more than 4 million visitors per year; striving to cater to different demographics through its different brands and formats in streets, malls, gas stations, educational facilities, corporate and office buildings.",food_drink,9
Costa Coffee,Mohamed Ahmed Street,30.059153,31.4895348,"nightlife, romantic, scenic","Costa Coffee

Open Now

🥰Date Night

🤩Scenic Views

🍸Good Drinks",food_drink,9
Cinnabon,"Rd 9, Maadi Al Khabiri Ash Sharqeyah, Maadi  Maadi - ST 9, Maadi",30.0590906,31.4893151,"cafe, cozy, family_friendly","Cinnabon is a bakery chain celebrated for its cinnamon rolls and other handmade treats. It operates multiple outlets across Egypt, including a location in New Cairo adjacent to the police academy and another in Maadi, Cairo. The establishments offer online ordering and are open daily from 10 am to 12 am. Their menus feature a range of desserts and beverages served in a cafe setting.",food_drink,9
Los Gauchos,"Al Rehab City, Egypt",30.0591414,31.4891109,"fine_dining, luxury, restaurant","Los Gauchos is an Argentina Grill restaurant offering international cuisine and steak house specialties in Al Rehab City, Egypt. It provides dine-out, home delivery, and positions itself as a fine dining destination for grill enthusiasts.",food_drink,9
Mercato Italiano,Citystars' food court in Phase 1,30.0592154,31.4888811,"cafe, cozy, fine_dining, restaurant","Mercato Italiano opened its doors in June 2021 after extensive research into Italian imported products. My parents, Paolo and Lella, recently relocated to be closer to their children and embraced the idea of opening our first family store.",food_drink,9
McDonald's,Sherif Pasha Street 28,30.059167,31.4884607,"family_friendly, fast_food, kid_friendly","McDonald's in Cairo, Egypt is a fast‑food restaurant located on Sherif Pasha Street 28. It operates daily from 7:00 AM to 2:00 AM and can be accessed via the website mcdonalds.eg or by calling +20 2 2160 0377. The outlet is part of Manfoods‑McDonald's Egypt, a locally owned franchise that runs over 190 branches nationwide and provides employment and training for Egyptian youth. The restaurant offers classic McDonald's menu items, including Happy Meals and a range of breakfast options.",food_drink,9
Papa John's,"Cairo, Egypt",30.0588262,31.4903686,"family_friendly, fast_food, restaurant","Papa John's opened its first restaurant in Egypt in Cairo, offering a full-service dining experience with a pasta bar, salad bar, and world‑renowned pizza. The restaurant is part of a franchise partnership with Vantage Egypt for Tourism and Entertainment, aiming to expand further across the country. It reflects Papa John's commitment to better ingredients and quality pizza in the Egyptian market.",food_drink,9
Steak Out,"New Cairo 1, Cairo Governorate 4720111, Egypt",30.0187695,31.4218197,"budget_friendly, fine_dining, local_favorite","Steak Out is an exceptional restaurant located in New Cairo, Egypt, offering fine‑dining steak and barbecue dishes at reasonable prices. The venue features a variety of grilled meats, salads, and sides served family‑style with a secret house dressing. Customer reviews highlight its tasty food and pleasant dining experience.",food_drink,9
Patio New Cairo,"Fifth Settlement, New Cairo, Egypt",30.0227747,31.4243701,"family_friendly, luxury, quiet_place","Patio Town New Cairo is the latest launch @ 2024 by La Vista Development that offers a range of unit options, ensuring that there's a perfect home for everyone. If you're looking for your dream home, Patio Town New Cairo in the Fifth Settlement area is your excellent choice. The compound provides green landscapes and water features for the mental wellness of its residents as well as a dedicated security team for their safety. Patio Town makes it easier for its residents to explore, interact, and make lasting friendships.",other,9
Beano's Cafe,"4J97+P9X, El Shorouk, Cairo Governorate 4920212, Egypt",30.0260972,31.4878487,"cafe, cozy, local_favorite","If you’re searching for a cozy spot in Cairo to enjoy a cup of freshly brewed coffee, Beano’s Cafe is one of those names that locals and visitors alike tend to bring up. Located at 4J97+P9X, El Shorouk, Cairo Governorate, this coffee shop has carved out its place as more than just a stop for caffeine-it’s a social hub where comfort, flavor, and atmosphere blend naturally. The interiors are designed with a warm aesthetic that makes it easy to sit back, relax, and let time slow down. As a coffee shop, the space reflects a balance between being modern and homely, which is why it appeals to such a wide range of people-from students looking for a quiet corner to professionals catching up over a casual chat.",food_drink,9
The District Food Court,"Marakez developed District 5 in a strategic location in New Cairo. It is on Cairo – Ain Sokhna Road, around 7 minutes away from 90th Street.",30.0915209,31.3840096,"cozy, family_friendly, kid_friendly, restaurant","Food courts consist of a number of vendors at food stalls or service counters. Meals are ordered at one of the vendors and then carried to a common dining area, often using a common food tray standardized across all the court's vendors. District 5 Mall: Delightful Dishes & Boundless Fun! Whether you are a foodie, a shopaholic, somebody who wants to bond with their loved ones and have memorable laughs, or simply buying your home necessities, District 5 Mall will be your perfect gateway.",food_drink,9
Rocca Razzo,"Triumpth Luxury Hotel, New Cairo, Egypt",30.0219781,31.4240681,"cozy, restaurant, street_food","They are famous for Egyptian style mandi inspired by Yemeni and Gulf cuisine -  a tray of rice served with slow cooked lamb underground. Additionally they serve you a variety of grilled meats, Egyptian kebabs, and Egyptian tarb - kofta wrapped in caul fat and grilled. So how was the food? It was amazing, the meat was so fresh and so smoky, perfectly seasoned. People come here for their huge trays of Egyptian bbq!",food_drink,9
Manhattan's Burger,"Tagammoa 5 - El Narges Buildings, Cairo, Egypt",30.0222548,31.4240263,"budget_friendly, fast_food, street_food","Manhattan's Burger is a fast‑food burger outlet located in Tagammoa 5 – El Narges Buildings, delivering across Cairo, Egypt. The menu features a variety of burgers with no minimum order requirement, as noted on the Talabat listing. The venue is part of the local dining scene and offers quick service for burger lovers. Its presence in the Tagammoa area makes it a convenient spot for quick meals.",food_drink,9
vergenanno Cafe,"9th Dest -Block 18029, Mohamed Al Qasabgy St - Building 6, Cairo, Al Obur City 11811, Egypt",30.0223631,31.4241362,"cafe, cozy, luxury","Pietro Vergnano chooses only the best coffee beans. He personally ensures that the raw materials used in every production stage and in our final products meet all the quality and safety standards required by national regulation and product specific laws. We have nurtured strong relationships with selected coffee producers around the world for over 140 years, choosing only those who can meet and exceed our high-quality standards.",food_drink,9
Pharaonic Boat,"Grand Egyptian Museum, Giza, Egypt",30.0236429,31.2185377,"historical_site, museum, tourist_hotspot","The Grand Egyptian Museum in Giza is reassembling the 4,600‑year‑old solar boat of Pharaoh Khufu in public view. The boat, discovered in 1954 at the southern side of the Great Pyramid, measures 42‑43 meters in length and weighs about 20‑20 tons. It is being moved to the museum in a specially designed metal cage as part of a major preservation project.",culture,10
Harry's Pub,"Cairo Marriott Hotel, Cairo",30.058068,31.2255219,"concert_venue, live_shows, nightlife, restaurant","A British pub with great snacks, inventive alcoholic drinks and a rocking atmosphere, Harry's Pub is one of the best Cairo bars. Enjoy meeting with friends while watching music, sports on the many screens and our live band shows every week.",food_drink,9
Khamsina Lounge,"Cairo, Egypt",30.0608818,31.4676444,"cafe, restaurant",Business Category: Food & Beverage. It is listed in the Egypt Business Directory.,food_drink,9
Am Saad,"14 Street 293 off Road 306, Next to The Modern Academy, In Front of Al-Tawheed Mosque",29.9862647,31.4402913,"fast_food, restaurant, street_food","Am Saad is a restaurant located in the Maadi Old district of Cairo, Egypt. The venue is situated at 14 Street 293 off Road 306, next to The Modern Academy and in front of Al‑Tawheed Mosque. The listing shows it as a restaurant menu on elmenus.",food_drink,9
The Coffee Bean & Tea Leaf,"103 Penang Road, VisionCrest Commercial, #11-01, Singapore, 238467, SG, Singapore, SG",29.9887861,31.4047032,"cafe, cozy, family_friendly","Born & brewed in Southern California since 1963, Herbert B. Hyman started The Coffee Bean & Tea Leaf. Hyman’s effort in serving the best coffee and tea in the world made him the founding father of gourmet coffee in California. Now, over 50 years later, The Coffee Bean & Tea Leaf has grown into one of the largest privately-owned, family-run coffee and tea companies in the world.",food_drink,9
Food Court,"17 Ibrahim Ragy St., Bolkeley, Alexandria.",30.0272616,31.4921608,"accessible, budget_friendly, family_friendly","Food courts are an accessible and affordable way to enjoy a variety of food options in one position. They're frequently set up in Malls, airfields, and other high-business areas.",food_drink,9
Starbucks,"Mohamed Fawzy square, Sokhna-2, Cairo, EG",30.0690918,31.4678934,"cafe, cozy, tourist_hotspot","Starbucks is located in Cairo, Egypt. It is open 24 Hours.",food_drink,9
Burger King,"166 El Hejaz street, Cairo, 02, EG",30.0687352,31.4678822,"budget_friendly, family_friendly, fast_food, restaurant","Every day, more than 11 million guests visit Burger King restaurants around the world. And they do so because our restaurants are known for serving high-quality, great-tasting, and affordable food. Founded in 1954, Burger King is the second largest fast food hamburger chain in the world.",food_drink,9
Cook Door,"86 Hassan El Maamoun St.,Beside Al Ahly Club NASR CITY, CAIRO Rd. 77, Off El Tesaeen St.,Inside Emarat Misr Gas Station NEW CAIRO, CAIRO",30.0639239,31.4672426,"budget_friendly, fast_food, local_favorite","Cook Door is a fast‑food restaurant chain headquartered in Egypt, founded in 1988 and now operating across Cairo and other Arab World locations. It provides a variety of items including meat, chicken and seafood sandwiches, meals and pizzas. The company is owned by The International Company for Food Industries and its website is cookdoor.com.eg.",food_drink,9
Krispy Krem,New Cairo’s Arabella Plaza,30.0167953,31.4126198,"cafe, family_friendly, local_favorite, restaurant","The new restaurant opened Aug. 19 in Cairo, making Egypt the 31st country that Krispy Kreme operates in. Americana, an independently owned and operated franchise partner of Krispy Kreme, currently operates more than 200 Krispy Kreme shops in five countries, including United Arab Emirates, Kingdom of Saudi Arabia, and Kuwait. The joy and love shown for Krispy Kreme by people in Cairo has been truly overwhelming.",food_drink,9
Rokn Farouk,"Helwan, Cairo Governorate, Egypt",29.8470384,31.2948309,"historical_site, landmark, museum","The Rokn Farouk Museum is a historic museum located in Helwan, Cairo Governorate, Egypt, occupying approximately 11,600 square meters. Originally built between 1941 and 1942 as a royal rest house for King Farouk, it was later converted into a museum displaying belongings of the Alawiyya family. The site, first established as a tea house in 1916 and later expanded near the Nile, is recognized for its tranquil setting and nearby sulfur waters.",culture,9
Dahshur,"Dahshur, Giza Governorate, Egypt",29.7990412,31.2064059,"historical_site, landmark, nature, tourist_hotspot","Dahshur is an archaeological area next to the necropolis of South Saqqara, situated about 40 kilometers southwest of Cairo in Giza Governorate. It contains the remains of seven pyramids, including the Bent Pyramid and the Red Pyramid, as well as extensive tomb complexes from the Old and Middle Kingdoms. The site also features a natural pond adjacent to Mansheyet Dahshur, which is a seasonal wetland that hosts migrating birds.",culture,10
Magic Land,"Gate 7, Media Production City, 6th of October, Giza, Egypt 17010",29.9617982,31.0242842,"adventure, family_friendly, park, tourist_hotspot","Abdul Mohsen Al Hokair Holding was approached by EMPC given its proven track record in the fields of Entertainment & hospitality to take over the Magic Land. Abdul Mohsen Al Hokair Holding alongside Al Kayan Company for Construction partnered to Redevelop the 240,000 sqm of former magic land into a new concept. Al Kayan Company for Construction in addition to being partner in Magic land Al hokair; it is also the Main Contractor of the new project.",entertainment,10
Gardenia Park,"Near Suez Road, Heliopolis, Cairo, Egypt",29.9779301,30.9930311,"family_friendly, nature, park, quiet_place","Gardenia Park is a gated residential community in Egypt that spans 513 acres with 26.5% dedicated to green spaces, tranquil parks, and landscaped gardens. It offers residential properties, places of worship, a hotel, and reputable schools, located near Suez Road and just a short drive from Heliopolis. The community provides a peaceful lifestyle for families seeking comfortable living.",relaxation,9
CAF statue,the iconic Sphinx,29.9955542,30.9625645,"cafe, scenic, tourist_hotspot","CAF has officially opened its newest branch at the iconic Sphinx, offering breathtaking views of the Great Pyramids and the Sphinx itself. This legendary location combines world-class café vibes with the unparalleled beauty of Egypt’s ancient wonders, creating an unforgettable experience for locals and visitors alike. Whether you’re there for a perfectly brewed coffee, a bite to eat, or simply to soak in the historic scenery, CAF at the Sphinx promises a magical setting unlike any other.",food_drink,10
The Statue,Bab Al-Hadid square in front of Cairo's main train station,29.9943761,30.9598207,"historical_site, landmark, museum","The Ramses colossus rested among the ruins of ancient Memphis (modern Mit-Rahina), on the West Bank of the Nile some 25 miles south of Cairo for more than 130 years. In 2006, concerned that automobile emissions were damaging the ancient red granite sculpture, the Egyptian government moved the statue to Giza in anticipation of eventually installing it at the entrance to the Grand Egyptian Museum. In 2018, and after some restoration performed at the temporary location, the statue was moved to its current location, 400 meters (1,300 ft) away, in the entrance hall of the Grand Egyptian Museum.",culture,10
Mohamed Fares,"El Sheikh Zaid, Al Jizah, Egypt",29.8434547,31.340682,"cozy, family_friendly, kid_friendly","The American International School - West Campus is located in Egypt and is led by Mohamed Faris, who serves as Business Manager. In this role he oversees finance, administration, and operations, bringing more than two decades of experience in financial management. His professional background includes positions in logistics, hospitality, and international finance, demonstrating a diverse expertise.",culture,10
The hill of the garden,"The hill of the garden, Egypt",29.9698056,31.1073204,"nature, park, scenic","attractions make Egypt one of the most appealing tourist destinations in the world. The country also boasts over 3000 kilometers of scenic beaches along the Mediterranean and Red Seas, as well as the Gulf of Suez and Aqaba. However, Egypt’s rich history, spanning over 5000 years, offers an immensely diverse range of tourist attractions, including cultural, historical, educational, health, wellness, religious, recreational, family, desert, adventure, maritime, diving, and culinary experiences.",outdoor,26
Pyramid alignment viewpoint,"Giza Plateau, Egypt",29.9688067,31.1265741,"historical_site, scenic, tourist_hotspot","Whether you travel by horse, by camel, or on foot, I recommend you include the viewpoint in your itinerary. The vistas are simply breathtaking.",culture,10
مفارق الصعيد الغربي,"West Arabella, New Cairo, Cairo, Egypt",29.8305287,31.0486267,"accessible, luxury, park","West Arabella or “Gharb Arabella”, is one of the most prestigious areas in New Cairo, the area is defined by its strategic location next to the German University in Cairo (GUC), and Arabella Park, it is also located in the center of one of the most famous compounds. The West Arabella area is a great location if you're looking to rent an apartment because it provides great amenities at the best costs. There are several benefits to living in the area, and one of these benefits is the proximity to many services!",other,9
عبدالله الكويتي,"23 Sherif St., 2nd Floor, Cairo, Egypt",30.0214653,30.9783523,"cozy, hidden_gem, local_favorite","The place is featured in a Country Commercial Guide entry for Egypt that lists various commercial chambers and agencies located in Cairo. The entry includes details such as the Chamber of Woodworking Industries, headed by Mr. Redalla Helmy, President, at 23 Sherif St., 2nd Floor, Cairo, Egypt, and other professional firms like Americana Advertising Agency and Fiani & Partners. It represents a professional organization within the Egyptian commercial landscape.",other,9
Central field of Mastabas and rock cut tombs,"Central Field of Mastabas and rock cut tombs, Giza Plateau, Giza, Egypt",29.973947,31.1380005,"desert, historical_site, scenic, tourist_hotspot","The Central Field of Mastabas and rock-cut tombs is an archaeological area on the Giza Plateau that contains mastabas and tombs of nobles and pyramid builders, featuring views of the Great Pyramid, the Valley Temple of Khafre, and the Tomb of Queen Khentkawes I. It offers a unique vantage point of the Giza Plateau and the surrounding pyramids.",culture,10
Southern field of mainly rock cut tombs,Opposite Thebes (modern-day Luxor),29.9689654,31.1398941,"historical_site, landmark, scenic, tourist_hotspot","The Valley of the Kings, also known as the Valley of the Gates of the Kings, is an area in Egypt where, for a period of nearly 500 years from the Eighteenth Dynasty to the Twentieth Dynasty, rock-cut tombs were excavated for pharaohs and powerful nobles under the New Kingdom of ancient Egypt. It is a wadi sitting on the west bank of the Nile, opposite Thebes (modern-day Luxor) and within the heart of the Theban Necropolis. The Theban Hills are dominated by the peak of al-Qurn, known to the Ancient Egyptians as ta dehent, or ""The Peak"".",culture,3
